title,summary,category
65 yaş aylığı ve engelli aylığı ne kadar oldu? 2025 zammı sonrası güncel yaşlılık ve engelli aylığı,Memur maaşlarına gelen zamla birlikte bu ücretlere de yüzde 11.54 oranında zam yapıldı. Hak sahipleri yaşlılık ve engelli aylığının ne kadara yükseleceğini merak ediyor.,Ekonomi
"Aralık ayı enflasyon verileri belli oldu: Enflasyon verileri ne oldu, yüzde kaç? (2024 TÜİK aralık ayı TÜFE kararı)","Türkiye İstatistik Kurumu (TÜİK) tarafından aralık ayı enflasyon verileri, memur, emekli, ev, işyeri sahipleri ve kirada oturan vatandaşların gündeminde yer alıyordu. Ocak ayında kira sözleşmesi biten ev ve işyeri kiracıları güncel TÜFE'ye göre zam artışı yapacak.",Ekonomi
2024 yılı enflasyonu belli oldu,"Öncü gösterge niteliğindeki Türk-İş ve İTO verileri, aylık enflasyonda yükselişe işaret etti. İstanbul Ticaret Odası verilerine göre İstanbul'un enflasyonu aralık ayında aylık bazda yüzde 1,74 artış gösterdi.",Ekonomi
BİM aktüel indirimleri 3 Ocak 2025: BİM markette bu haftaya özel yeni indirimli ürünler listesi,"BİM market, 3 Ocak 2025 tarihinde geçerli yeni indirimli aktüel ürünler kataloğunu resmi internet sitesi üzerinden duyurdu. BİM'de bu haftaya özel şarjlı süpürge, mikrodalga fırın, pizza fırını, baharat öğütücü ve Gua Sha masaj cihazı gibi birçok üründe yeni indirimler yer alıyor.",Ekonomi
Milyonlarca çalışan etkilenecek: Pazarlık yılı başlıyor,Artış oranı kamuda çalışan 1 milyon işçinin ücret artışı için de fikir vermiş olacak. METALDE DE MASA KURULACAK   Özel sektörde en büyük pazarlık metal iş kolunda yaşanacak.,Ekonomi
Kilosu 80 liradan satılıyor: Tezgahlar şenlendi,"Mezgit balığı 200 liradan satılırken, somon, çupra ve levrekte adet olarak satışa sunuluyor. Balıkçı Hülya Kılıç, “Yılın ilk günlerinde hamsiyi 100 liraya düşürmek bizim için büyük bir başarı.",Ekonomi
En zengin 500 kişinin serveti 10 trilyon doları aştı,"Nvidia, Amazon, Tesla gibi şirketlerin hisse değeri sert yükselirken; şirket sahipleri servetine servet katarken, 500 kişinin mal varlığı 10 trilyon doları aştı. Şirket sahipleri de servetine servet kattı  ABD Merkez Bankası'nın (Fed) faiz indirimlerine başlaması, Trump'ın seçilmesi ve yapay zeka, teknoloji hisselerini pozitif etkiledi.",Ekonomi
Aralık ayının en pahalı sebzesi oldu,"İstanbul’da 2024 yılı Aralık ayında en çok taze fasulye pahalandı. Aralık ayında gıda harcamaları yaş kuru sebze ve meyveler alt grubunda yer alan taze fasulye yüzde 26,99 ile fiyatı en fazla artış gösteren ürün oldu.",Ekonomi
Organize sanayi bölgelerinde istihdam rekor kırdı,"Türkiye'deki OSB sayısının 408'e ulaştığına değinen Kütükcü, Afyonkarahisar, Ankara, Balıkesir, Çorum, Diyarbakır, Edirne, Gaziantep, Kahramanmaraş, Şırnak, Trabzon ve Uşak'ta 11 yeni organize sanayi bölgesinin kurulduğunu dile getirdi. Böylece toplam istihdam sayımız 2 milyon 700 bin kişiyle Cumhuriyet tarihinin rekorunu kırdı.",Ekonomi
ABD ekonomisinde borç tavanı gerilimi,"ABD'de federal hükümetin borçlanabileceği maksimum tutarı belirleyen borç limiti, ülkenin borcunun 36,1 trilyon dolara ulaştığı dönemde ABD ekonomisi için önemli bir risk oluşturuyor. Beyaz Saray'daki görevini 20 Ocak'ta devralacak ABD'nin seçilmiş başkanı Donald Trump, 2025'e borç limiti endişesini ortadan kaldırarak başlamak istese de bu girişiminde başarılı olamadı.",Ekonomi
"Elektrik santrallerine 1,7 milyar liralık destek","Buna göre, söz konusu mekanizma kapsamında yer alan 43 santralden 37'sine kasım için toplam 1 milyar 738 milyon 82 bin 945 lira ödenecek. Kapasite mekanizması çerçevesinde 131 milyon 116 bin 853 lirayla en yüksek ödeme Hidro-Gen Enerji İthalat İhracat Dağıtım ve Ticaret AŞ'ye yapılacak.",Ekonomi
"Elon Musk kripto piyasasını karıştırdı: 66 dolar yatırdı, 3 milyon dolar aldı!","Kullanıcı adını ""Kekius Maximus” olarak güncelleyen Musk, profil resmini zırh kuşanmış Pepe the Frog görseli yaptı. 66 DOLARLIK YATIRIM 3 MİLYON DOLARI AŞTI Aralık ayında piyasaya sürülen memecoin'in piyasa değeri kısa sürede 400 milyon dolara yaklaştı.",Ekonomi
Öğretmenler ruh sağlığı sorunları nedeniyle izin alıyor:  Sebebi uzun çalışma saatleri!,"Kyodo News'un haberine göre, ülkede, ""ruh sağlığı sorunları"" nedeniyle izne ayrılan öğretmenlerin sayısı, 2020-2023 döneminde yıllık ortalama 5 bin kişi seviyelerinde seyrediyordu. Öte yandan, Japonya Eğitim Bakanlığı öğretmenlerin ruh sağlığını desteklemek için önlemler alınacağını ve öğretmen sayısını artırarak iş yükünü azaltmaya çalışacaklarını açıkladı.",Ekonomi
İmalat göstergesi 8 ayın zirvesinde,"Üretim, yeni siparişler ve satın alma faaliyetlerinde daralmanın hızı bir önceki aya kıyasla azalırken, istihdamda kasım ayında kaydedilen artıştan sonra yine düşüş görüldü. İstanbul Sanayi Odası'nın (İSO) açıkladığı imalat PMI, kasımda kaydedilen 48,3 seviyesinden 49,1'e çıkarak sekiz ayın en yüksek değerini aldı.",Ekonomi
Asgari ücret fırsatçılarına ceza yağdı,"Ticaret Bakanlığı, geçen yılın son 7 gününde gerçekleştirdiği denetimlerde yaklaşık 23,7 milyon lira idari para cezası uyguladığını bildirdi. Bakanlıktan yapılan açıklamada, asgari ücret zammının açıklanmasıyla birlikte vatandaşların fahiş fiyat artışları ve haksız kazanç sağlamaya yönelik filli durumlardan dolayı mağduriyet yaşamaması amacıyla yılbaşı öncesinde denetimlerin 81 ilde yoğun şekilde yapıldığı aktarıldı.",Ekonomi
Borsa güne yükselişle başladı,"Küresel piyasalarda, ABD'de görevi devralacak yeni yönetimin atacağı adımlar ve ABD Merkez Bankası'nın (Fed) gelecek dönemde izleyeceği yol haritasına ilişkin belirsizliklerle yılın ilk işlem gününde negatif bir seyir izleniyor. Öte yandan, 6 Şubat depremleri sonrasında getirilen açığa satış yasağı bugün, BIST 50 endeksinde yer alan pay piyasaları ile sınırlı olarak kaldırılacak.",Ekonomi
"2024’te 200 TL'ye satılıyordu, yeni yılda 100 TL'ye düştü: Kapış kapış gidiyor","Havaların soğuk gitmesi ve fırtına nedeniyle kısa süre önceye kadar Samsun'da 200 TL’den satılan hamsinin kilosu, yeni yılla birlikte yarı yarıya düştü. Hamsi fiyatlarının yeni yılla birlikte düştüğünü dile getiren balık satıcısı Onucan Köse, “2024’ü fırtınalı kapattık.",Ekonomi
Yurt dışı çıkış harcında dijital ödeme dönemi,Yurt dışına çıkarken ödenen basılı harç pulu uygulamasının sona ermesiyle sınır kapılarında dijital ödeme dönemi başladı. Uygulamanın başlamasıyla basılı harç pulu alınan otomatlara da ödemelerin dijital ortamda yapıldığına dair uyarı yazıları asıldı.,Ekonomi
İstanbul'un enflasyonu belli oldu,"İstanbul'da aralıkta önceki aya göre perakende fiyatlar aralık ayında yüzde 1,74 arttı. Buna göre, kentte; perakende fiyat hareketlerinin göstergesi olan İstanbul Ücretliler Geçinme İndeksi aralıkta bir önceki aya göre yüzde 1,74, toptan fiyat hareketlerini yansıtan Toptan Eşya Fiyatları İndeksi ise yüzde 0,82 arttı.",Ekonomi
Euro ile ticaret 1 trilyon dolara dayandı,"Halihazırda Almanya, Avusturya, Belçika, Estonya, Finlandiya, Fransa, Hollanda, İrlanda, İspanya, İtalya, Güney Kıbrıs Rum Yönetimi (GKRY), Letonya, Litvanya, Lüksemburg, Malta, Portekiz, Slovakya, Slovenya, Yunanistan ve Hırvatistan'ın kullandığı euro, bugün itibarıyla 26 yılı geride bıraktı. Türk lirasının yanı sıra diğer para birimleriyle ticarete özel önem veren Türkiye'nin, dolar ve euro başta olmak üzere, diğer para birimleriyle ticaretinde yıllar içerisinde yaşanan artış dikkati çekti.",Ekonomi
Euro para birimi 26 yaşında,"Avrupa Birliği (AB) ülkelerinde yaklaşık 350 milyon lişinin kullandığı euro para birimi zor ekonomik koşullar altında 26'ncı yılına girdi. Danimarka dışındaki bütün AB ülkelerinin, gerekli kriterleri yerine getirmesi halinde euro para birimine geçmesi zorunluluğu bulunuyor.Referandumla avroya geçmeyi kabul etmeyen Danimarka, AB anlaşmaları gereği bütün ekonomik ve uyum kriterlerini karşılamasına rağmen bu konuda mesafeli duruyor.Euroya en son katılım 1 Ocak 2023 tarihinde Hırvatistan'la gerçekleşirken, birkaç yıla kadar Bulgaristan'ın da katılımı bekleniyor.Bulgaristan, Euro Bölgesine giden yolda önemli bir aşama olan döviz kuru mekanizmasına katılıyor.",Ekonomi
"1 Ocak'ta (bugün) marketler açık mı, çalışıyor mu? BİM, ŞOK, A101, Migros bugün marketler saat kaçta açılıyor?","1 Ocak yılbaşı resmi tatilinin gelmesiyle birlikte, marketlerin mesai saatleri araştırılmaya başladı. 1 Ocak'ta marketlerin açık olup olmadığı, yılbaşı resmi tatilinde alışverişe çıkacak olan vatandaşlar tarafından merak ediliyor.",Ekonomi
Trafiğe çıkanlar dikkat! 2025'in yeni trafik cezaları belli oldu (Trafik cezaları ne kadar oldu?),"Hazine ve Maliye Bakanlığı Gelir İdaresi Başkanlığı tarafından belirlenen yeniden değerleme oranına göre, mevcut trafik cezalarına yeni yılda yüzde 43,93 zam geldi. Tehlikeli veya zararlı maddeleri, ağırlık ve boyutları bakımından taşınması özel izne bağlı olan eşyayı izin almadan taşıyanlar, 4 bin 198 lira cezayla karşılaşacak.",Ekonomi
Palandöken: 2024 esnafın beklentisi doğrultusunda geçmedi,"Palandöken, “Geçtiğimiz yıllarda yüksek fiyatlarla mücadelede esnaf ve sanatkârlar büyük bir yük taşırken vatandaşlarımız da geçim zorluklarını aşabilmek için çaba gösterdi."" ""ADİL REKABET ORTAMINDA FİYATLAR KENDİLİĞİNDEN GERİLER""   Yeni yılda Anayasa’nın 174. maddesinde belirtildiği üzere esnafın korunması gerektiğini kaydeden Palandöken, “Geçtiğimiz yıllarda yüksek fiyatlarla mücadelede esnaf ve sanatkârlar büyük bir yük taşırken vatandaşlarımız da geçim zorluklarını aşabilmek için çaba gösterdi.",Ekonomi
Ekonomi yönetiminin 2025'te gündemi yoğun,"Ekonomi yönetimi dezenflasyon sürecini temin edecek politika bileşimi sürdürecek, istenilen patikaya gerileyene kadar da bütün araçları enflasyonla mücadeleye katkı sağlayacak şekilde kullanacak. Bütçenin, ilgili yasal düzenleme çerçevesinde, en geç 17 Ekim'de Türkiye Büyük Millet Meclisi (TBMM) Başkanlığına sunulması gerekiyor.",Ekonomi
Asgari ücretin brütü ne kadar oldu? İşte 2025 brüt asgari ücret miktarı,"Çalışma ve Sosyal Güvenlik Bakanı Vedat Işıkhan, 2025 yılı asgari ücretinin 22 bin 104 lira olduğunu açıkladı. Öte yandan Cumhurbaşkanı Erdoğan, ""2025 yılında asgari ücret, %30 artışla net 22.104 TL olarak uygulanacaktır.",Ekonomi
2025 asgari ücret zammı ne zaman uygulanacak? Zamlı asgari ücret ne zaman yatacak?,"Çalışma ve Sosyal Güvenlik Bakanı Vedat Işıkhan, 2025 yılında geçerli olacak net asgari ücret tutarını ise 22 bin 104 lira olarak açıkladı. Çalışma ve Sosyal Güvenlik Bakanı Işıkhan, 1 Ocak 2025 tarihinden geçerli olacak asgari ücretin net 22 bin 104 lira olarak belirlendiğini bildirdi.",Ekonomi
Botaş'tan ocak ayı doğalgaz tarifesi açıklaması,"Boru Hatları ile Petrol Taşıma AŞ (BOTAŞ) tarafından yayınlanan tabloya göre ocak ayında doğalgaz tarifesinde değişikliğe gidilmedi. Kurumun internet sitesinde yer alan duyuruda, ""Household Energy Price Index (HEPI) fiyatları esas alındığında, konutlarda, Ukrayna'dan sonra Avrupa ülkeleri arasında en düşük doğal gaz fiyatı ülkemizde uygulanmaktadır.""",Ekonomi
Doğalgaza ocak ayında zam yok,"Konut ve sanayide kullanılan doğalgaz tarifelerinde ocak ayı itibarıyla değişiklik yapılmadı. Boru Hatları ile Petrol Taşıma AŞ (BOTAŞ), ocak itibarıyla mesken ve sanayi abonelerinin kullandığı doğalgaz ile elektrik üretim amaçlı gazın satış tarifesinde değişiklik yapılmadığını bildirdi.",Ekonomi
Dolar kuru bugün ne kadar? (31 Aralık 2024 dolar - euro fiyatları),"ABD seçimleri ile son iki ayda dolarda görülen değer kazancına rağmen Türk Lirası, bu yıl yüzde 16,5 ile sınırlı değer kaybetti. TL, reel olarak bu yıl belirgin değer kazandı.",Ekonomi
Suriye'de banka kurulacak mı? Ziraat Bankası'ndan açıklama,"Yeni yıla ilişkin beklentilerini anlatan Çakar, ""2025 yılında, makro dengelerin daha da sağlıklı olacağı beklentisi ile bankaların performansının reel olarak iyileşeceğini tahmin ediyoruz."" Suriye'de iç savaştan önce planlanan ortak banka kurulması planlarının tekrar devreye alınıp alınmayacağı ile ilgili soruya Çakar, ""Suriye'deki değişimin ülkemiz için kritik önemde olduğunu düşünüyor ve gelişmeleri oldukça yakından izliyoruz.",Ekonomi
Akaryakıta ÖTV zammı: Tabelalar bu gece değişiyor,"Normal koşullarda akaryakıt ve petrol ürünlerinde ÖTV tutarları, yurt içi üretici fiyat endeksinde (Yİ-ÜFE) son 6 ayda meydana gelen değişim oranında güncelleniyor. Hazine ve Maliye Bakanı Mehmet Şimşek, ""Aldığımız kararla 5 aylık gerçekleşmeden daha da düşük oranda artış yaptık.",Ekonomi
"Rekabet'ten kırtasiye firmasına 7,4 milyon lira ceza","Şirketin, yeniden satıcıların satış fiyatını tespit etmek ve internet satışlarını kısıtlamak suretiyle Rekabetin Korunması Hakkında Kanun'u ihlal edip etmediğinin tespiti amacıyla yürütülen soruşturma tamamlandı. Açıklamada, bu nedenle Kadıoğlu Kırtasiye Pazarlama Ticaret AŞ'ye 2023 yılı gayrisafi geliri üzerinden 7 milyon 432 bin 445 lira idari para cezası verilmesine karar verildiği kaydedildi.",Ekonomi
"Kilosu 700, 1 tanesi 50 lira: Siirt'e giden almadan dönmüyor","Kilosu 700 lira olan bıttım sabununun bir kalıbı 50 liradan satılıyor Siirt yöresine özgü bıttımdan üretilen sabunlar, zengin içeriği sayesinde saç köklerini beslediği ve cilt sağlığını koruduğuyla biliniyor. Güzel bir kaynamadan sonra bıttım sabunu elde edilmiş olduğunu aktaran Aparı, ""Bıttım sabunu genelde saç dökülmesi, kepek, kaşıntı, egzama, mantar gibi cilt sorunlarını tedavi etmekte yardımcı oluyor.",Ekonomi
Cumhurbaşkanı Erdoğan'dan 2024 değerlendirmesi: Yapılan projeleri sıraladı,"Erdoğan, ""Aziz milletimize hizmet yolunda, 2024 yılında da durmadan, dinlenmeden, gece gündüz demeden aşkla çalıştık; ülkemize her alanda çok önemli eserler, hizmetler, projeler, yatırımlar kazandırdık."" Bayraktar TB3 SİHA, TCG Anadolu gemisinden iniş ve kalkış gerçekleştiren ilk insansız hava aracı oldu.",Ekonomi
Sahte dolarlar Suriye'yi işgal etti. Şam'da gerçeğinden ayırmak zor,"Yüzde 95'gibi yüksek benzerlik taşıyan bu sahte dolarların, ülkedeki ekonomik sorunlar nedeniyle dolarla ticaretin yaygınlaştığı Suriye'de ciddi endişe yarattığı belirtiliyor. Sahte dolarlar Suriye'de karaborsadaki döviz kurundan çok daha düşük fiyatlarla sosyal medya grupları aracılığıyla açık bir şekilde satılıyor.",Ekonomi
Hizmet enflasyonunda 38 ay sonra bir ilk,"Hizmet sektörü fiyatlarında katılık uzun bir süre sonra kırıldı. Türkiye İstatistik Kurumu (TÜİK), kasım ayına ilişkin Hizmet Üretici Fiyat Endeksi (H-ÜFE) verilerini açıkladı.",Ekonomi
Kanada Başbakanı Justin Trudeau istifasını açıkladı,Kanada Başbakanı Justin Trudeau istifasını açıkladı. İktidardaki Liberal Parti yeni bir lider seçer seçmez görevi bırakacağını söyledi.,Dünya
Trump ne zaman göreve başlayacak? ABD'nin 47. Başkanı olan Trump'ın göreve başlayacağı tarih,TÜRKİYE-ABD İLİŞKİLERİNİ BEKLEYEN MESELELER   Başkanlık seçimleri sonrasında Beyaz Saray'a gelecek ABD yönetimi ile Türkiye arasında yeni dönemde ele alınması gereken pek çok mesele bulunuyor. 2016’daki hain darbe girişiminin ardından ABD'yi daha fazla mesken tutan Fetullahçı Terör Örgütü (FETÖ) mensuplarının Türkiye’ye iade taleplerine Washington yönetimi duyarsız kaldı.,Dünya
Rusya: Ukrayna ordusu Zaporijya Nükleer Santrali'ne saldırdı,"Rusya Savunma Bakanlığı, dün Ukrayna Silahlı Kuvvetlerinin insansız hava araçlarıyla (İHA) Zaporijya Nükleer Santrali'ne saldırılarda bulunduğunu bildirdi. Rusya Savunma Bakanlığı'ndan yapılan açıklamada, Ukrayna'nın 5 Ocak'ta Zaporijya Nükleer Santrali'ne ""felaket tehdidi yaratmak amacıyla"" kışkırtıcı saldırılarda bulunduğu belirtilerek ""Ukrayna Silahlı Kuvvetleri, 8 uçak tipi insansız hava aracıyla Zaporijya Nükleer Santrali'ne ve Energodar şehrine saldırı girişiminde bulundu.",Dünya
Pakistan sise teslim: Görüş mesafesi 50 metrenin altına düştü,"Pakistan’da etkili olan yoğun sis nedeniyle görüş mesafesi 50 metrenin altına düştü, hava ve kara trafiğinde aksaklık meydana geldi. Çok sayıda uçuş ertelenirken, otoyol idaresi görüş mesafesinin düşmesi nedeniyle eyaletin başkenti Lahor'dan İslamabad'a giden otoyolu trafiğe kapattı.",Dünya
Doçent doktor açıkladı: Parkinson hastalığının 10 yıl önce ortaya çıkan şaşırtıcı belirtisi,"Titreme ve yürümede zorluk, parkinson hastalığının klasik semptomları olarak tanımlansa da, hastalığın erken belirtileri bu hareketle ilgili semptomların başlangıcından onlarca yıl önce ortaya çıkabilir. Providence Saint John's Sağlık Merkezi'nden araştırmacılar, Parkinson hastalığını %80-90 doğrulukla tespit edebilen, ses kalıplarını analiz eden otomatik bir tarama aracı geliştirdi.",Dünya
